id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,microglia_4|microglia_4,microglia_4|microglia_5,microglia_4|oligos_7,microglia_4|opcs_2,microglia_4|opcs_9,microglia_5|microglia_4,microglia_5|microglia_5,microglia_5|oligos_7,microglia_5|opcs_2,microglia_5|opcs_9,oligos_7|microglia_4,oligos_7|microglia_5,oligos_7|oligos_7,oligos_7|opcs_2,oligos_7|opcs_9,opcs_2|microglia_4,opcs_2|microglia_5,opcs_2|oligos_7,opcs_2|opcs_2,opcs_2|opcs_9,opcs_9|microglia_4,opcs_9|microglia_5,opcs_9|oligos_7,opcs_9|opcs_2,opcs_9|opcs_9
CPI-SS0D0252D87,AXL_IL15RA,simple:P30530,simple:Q13261,ENSG00000167601,ENSG00000134470,TRUE,TRUE,TRUE,I2D,FALSE,0.04,,0.251,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0ACD487F0,L1CAM_L1CAM,simple:P32004,simple:P32004,ENSG00000198910,ENSG00000198910,FALSE,FALSE,FALSE,curated,FALSE,0.04,0.133,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0DC4D593E,EPHB6_EFNB1,simple:O15197,simple:P98172,ENSG00000106123,ENSG00000090776,TRUE,TRUE,FALSE,curated,FALSE,0.04,,,,,,,,,,,,,,,,,0.145,,,,,,,,
CPI-SS077B160B9,IL15_IL15RA,simple:P40933,simple:Q13261,ENSG00000164136,ENSG00000134470,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.04,,0.213,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC07BE7830D,SPP1_a4b1 complex,simple:P10451,complex:a4b1 complex,ENSG00000118785,,TRUE,FALSE,FALSE,curated,TRUE,0.04,41.618,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS03821C2C6,PF4_ACKR1,simple:P02776,simple:Q16570,ENSG00000163737,ENSG00000213088,TRUE,FALSE,TRUE,"I2D,InnateDB",FALSE,0.04,,,0.156,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0E928B8C8,FGF7_FGFR2,simple:P21781,simple:P21802,ENSG00000140285,ENSG00000066468,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,0.04,,,,,,,,,,,,,0.228,,,,,,,,,,,,
CPI-SC0E9C058EB,PLAUR_a4b1 complex,simple:Q03405,complex:a4b1 complex,ENSG00000011422,,TRUE,TRUE,FALSE,curated,TRUE,0.04,0.419,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0AB647854,GPR37_PSAP,simple:O15354,simple:P07602,ENSG00000170775,ENSG00000197746,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.04,,,,,,,,,,,15.922,,,,,,,,,,,,,,
CPI-SS0DE0A486F,NRP1_VEGFA,simple:O14786,simple:P15692,ENSG00000099250,ENSG00000112715,TRUE,TRUE,FALSE,curated,FALSE,0.04,,,3.449,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0CC898553,FGFR2_PTPRR,simple:P21802,simple:Q15256,ENSG00000066468,ENSG00000153233,TRUE,TRUE,TRUE,InnateDB-All,FALSE,0.04,,,,,,,,,,,,,,,0.216,,,,,,,,,,
CPI-SS0DBFB8BEA,CCL2_ACKR1,simple:P13500,simple:Q16570,ENSG00000108691,ENSG00000213088,TRUE,FALSE,TRUE,curated,FALSE,0.04,,,,,,,,0.279,,,,,,,,,,,,,,,,,
CPI-SS0795802F6,CCL4_SLC7A1,simple:P13236,simple:P30825,ENSG00000275302,ENSG00000139514,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.04,,,,,,,0.666,,,,,,,,,,,,,,,,,,
CPI-SC0592EC3D0,L1CAM_a5b1 complex,simple:P32004,complex:a5b1 complex,ENSG00000198910,,FALSE,FALSE,FALSE,curated,TRUE,0.04,0.122,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS085EF890A,ACVR_1B2B receptor_INHBB,complex:ACVR_1B2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,0.08,,,,0.122,0.137,,,,,,,,,,,,,,,,,,,,
CPI-SS07833475A,FGFR1_FGF7,simple:P11362,simple:P21781,ENSG00000077782,ENSG00000140285,TRUE,TRUE,FALSE,I2D,FALSE,0.08,,,,,,,,,,,,,,,,,,0.16,,,,,0.205,,
CPI-SS0097929A7,BMP7_SLAMF1,simple:P18075,simple:Q13291,ENSG00000101144,ENSG00000117090,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.08,,,,,,,,,,,,,,,,0.273,,,,,0.375,,,,
CPI-SC0988E0218,SPP1_aVb3 complex,simple:P10451,complex:aVb3 complex,ENSG00000118785,,TRUE,FALSE,FALSE,curated,TRUE,0.08,41.658,41.599,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS03105D292,CSF1_SLC7A1,simple:P09603,simple:P30825,ENSG00000184371,ENSG00000139514,TRUE,FALSE,TRUE,I2D,FALSE,0.08,,1.549,,,1.473,,,,,,,,,,,,,,,,,,,,
CPI-SS048346C2B,LGALS9_MRC2,simple:O00182,simple:Q9UBG0,ENSG00000168961,ENSG00000011028,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.08,,0.899,,,,,0.941,,,,,,,,,,,,,,,,,,
CPI-SS0ABC5C1B8,CD74_MIF,simple:P04233,simple:P14174,ENSG00000019582,ENSG00000240972,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,0.08,5.057,,,,,5.015,,,,,,,,,,,,,,,,,,,
CPI-SS0C4E86714,TNFRSF1B_GRN,simple:P20333,simple:P28799,ENSG00000028137,ENSG00000030582,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,0.08,18.029,,,,,17.867,,,,,,,,,,,,,,,,,,,
CPI-CS012D15A88,BMR1A_ACR2A_BMP4,complex:BMR1A_ACR2A,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,0.08,,,2.548,,,,,2.558,,,,,,,,,,,,,,,,,
CPI-SS08877A081,LGALS9_COLEC12,simple:O00182,simple:Q5KU26,ENSG00000168961,ENSG00000158270,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.08,1.089,,,,,1.131,,,,,,,,,,,,,,,,,,,
CPI-SS002DF6C31,LGALS9_SLC1A5,simple:O00182,simple:Q15758,ENSG00000168961,ENSG00000105281,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,0.08,,0.922,,,,,0.963,,,,,,,,,,,,,,,,,,
CPI-SS014958F32,LGALS9_CD47,simple:O00182,simple:Q08722,ENSG00000168961,ENSG00000196776,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.08,2.528,,,,,2.569,,,,,,,,,,,,,,,,,,,
CPI-SC095A2C115,PLAUR_aVb3 complex,simple:Q03405,complex:aVb3 complex,ENSG00000011422,,TRUE,TRUE,FALSE,curated,TRUE,0.08,0.46,0.401,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0D1D95883,CCL4_CCR5,simple:P13236,simple:P51681,ENSG00000275302,ENSG00000160791,TRUE,FALSE,TRUE,curated,FALSE,0.08,,3.641,,,,,3.723,,,,,,,,,,,,,,,,,,
CPI-SC01AB9BED7,SPP1_a9b1 complex,simple:P10451,complex:a9b1 complex,ENSG00000118785,,TRUE,FALSE,FALSE,curated,TRUE,0.08,41.769,41.867,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS00D9A0644,FGFR2_CD83,simple:P21802,simple:Q01151,ENSG00000066468,ENSG00000112149,TRUE,TRUE,TRUE,InnateDB-All,FALSE,0.08,,,,,,,,,,,1.341,0.61,,,,,,,,,,,,,
CPI-SS098425155,ADRB2_VEGFB,simple:P07550,simple:P49765,ENSG00000169252,ENSG00000173511,TRUE,TRUE,FALSE,InnateDB-All,FALSE,0.08,1.653,,,,,1.792,,,,,,,,,,,,,,,,,,,
CPI-SS08DA48A5A,CCL3_CCR1,simple:P10147,simple:P32246,ENSG00000277632,ENSG00000163823,TRUE,FALSE,TRUE,curated,FALSE,0.08,2.788,3.276,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0A9EB628A,VCAM1_a4b1 complex,simple:P19320,complex:a4b1 complex,ENSG00000162692,,FALSE,FALSE,FALSE,curated,TRUE,0.08,,,,,,,,,,,,,,,,0.529,,,,,0.647,,,,
CPI-SS0E00478B4,NRP2_VEGFA,simple:O60462,simple:P15692,ENSG00000118257,ENSG00000112715,TRUE,TRUE,FALSE,curated,FALSE,0.08,,,0.617,,,,,0.47,,,,,,,,,,,,,,,,,
CPI-CS02899BF8B,ACVR_1B2A receptor_INHBB,complex:ACVR_1B2A receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,0.08,,,,0.122,0.137,,,,,,,,,,,,,,,,,,,,
CPI-SC06525B099,L1CAM_aVb3 complex,simple:P32004,complex:aVb3 complex,ENSG00000198910,,FALSE,FALSE,FALSE,curated,TRUE,0.08,0.229,0.17,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC02E74AFA5,MMP2_aVb3 complex,simple:P08253,complex:aVb3 complex,ENSG00000087245,,TRUE,FALSE,FALSE,curated,TRUE,0.08,,,,,,0.248,0.189,,,,,,,,,,,,,,,,,,
CPI-SS07CCAD9BF,GRN_SORT1,simple:P28799,simple:Q99523,ENSG00000030582,ENSG00000134243,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,MINT",FALSE,0.08,17.87,17.763,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0C694CB44,VEGFA_GRIN2B,simple:P15692,simple:Q13224,ENSG00000112715,ENSG00000273079,TRUE,FALSE,TRUE,I2D,FALSE,0.08,,,,,,,,,,,0.178,0.157,,,,,,,,,,,,,
CPI-SS0D529E576,GRIN2B_IL16,simple:Q13224,simple:Q14005,ENSG00000273079,ENSG00000172349,TRUE,TRUE,FALSE,I2D,FALSE,0.08,0.832,,,,,0.811,,,,,,,,,,,,,,,,,,,
CPI-SS0348DB5E3,FGFR1_FGFR2,simple:P11362,simple:P21802,ENSG00000077782,ENSG00000066468,TRUE,TRUE,TRUE,InnateDB-All,FALSE,0.08,,,,,,,,,,,,,,,,,,0.248,,,,,0.293,,
CPI-SS098F416C1,FGFR2_XPR1,simple:P21802,simple:Q9UBH6,ENSG00000066468,ENSG00000143324,TRUE,TRUE,TRUE,InnateDB-All,FALSE,0.08,,,,,,,,,,,0.701,0.528,,,,,,,,,,,,,
CPI-SS0CBC7840D,PTPRC_CD22,simple:P08575,simple:P20273,ENSG00000081237,ENSG00000012124,FALSE,FALSE,TRUE,curated,FALSE,0.08,2.085,,,,,2.102,,,,,,,,,,,,,,,,,,,
CPI-SS070C51D94,FZD7_WNT3,simple:O75084,simple:P56703,ENSG00000155760,ENSG00000108379,TRUE,TRUE,FALSE,curated,FALSE,0.08,,,0.156,,,,,0.154,,,,,,,,,,,,,,,,,
CPI-SS0822AEF5F,PTPRC_MRC1,simple:P08575,simple:P22897,ENSG00000081237,ENSG00000260314,FALSE,FALSE,TRUE,curated,FALSE,0.08,,5.731,,,,,5.749,,,,,,,,,,,,,,,,,,
CPI-SS0C85BC9AF,PROS1_AXL,simple:P07225,simple:P30530,ENSG00000184500,ENSG00000167601,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.12,2.308,2.205,,,,1.589,,,,,,,,,,,,,,,,,,,
CPI-SS0B3829651,CADM3_EPB41L1,simple:Q8N126,simple:Q9H4G0,ENSG00000162706,ENSG00000088367,FALSE,FALSE,FALSE,curated,FALSE,0.12,,,,,,,,,,,,,0.386,,,,,0.235,,,,,0.209,,
CPI-SS0FF6CFDCA,ADORA3_ENTPD1,simple:P0DMS8,simple:P49961,ENSG00000282608,ENSG00000138185,FALSE,TRUE,FALSE,curated,FALSE,0.12,2.632,2.154,,,,2.459,,,,,,,,,,,,,,,,,,,
CPI-SS0D00AAD2F,SEMA5A_PLXNB3,simple:Q13591,simple:Q9ULL4,ENSG00000112902,ENSG00000198753,FALSE,FALSE,TRUE,curated,FALSE,0.12,,,,,,,,,,,,,1.342,,,,,0.759,,,,,0.859,,
CPI-SS0C090A257,CCL3_CCR5,simple:P10147,simple:P51681,ENSG00000277632,ENSG00000160791,TRUE,FALSE,TRUE,curated,FALSE,0.12,4.942,5.716,,,,,4.062,,,,,,,,,,,,,,,,,,
CPI-SS08A54963F,EFNA2_EPHA2,simple:O43921,simple:P29317,ENSG00000099617,ENSG00000142627,FALSE,FALSE,TRUE,curated,FALSE,0.12,,,,,,,,,,,,0.185,,,,,0.154,,,,,0.167,,,
CPI-SS044C72D0D,SEMA4A_PLXND1,simple:Q9H3S1,simple:Q9Y4D7,ENSG00000196189,ENSG00000004399,FALSE,FALSE,TRUE,curated,FALSE,0.12,0.203,,,,,0.172,,,,,0.249,,,,,,,,,,,,,,
CPI-CS0E661878B,LIFR_OSM,complex:LIFR,simple:P13725,,ENSG00000099985,TRUE,TRUE,FALSE,curated,FALSE,0.12,,0.223,,,,0.228,0.23,,,,,,,,,,,,,,,,,,
CPI-SS0D41C7AF5,EPHB1_EFNB3,simple:P54762,simple:Q15768,ENSG00000154928,ENSG00000108947,FALSE,TRUE,TRUE,curated,FALSE,0.12,,,,,,,,,,,,,0.754,0.668,0.658,,,,,,,,,,
CPI-SS08718E4FB,EPHB6_EFNB3,simple:O15197,simple:Q15768,ENSG00000106123,ENSG00000108947,TRUE,TRUE,TRUE,curated,FALSE,0.12,,,,,,,,,,,,,,,,,,0.217,0.13,0.121,,,,,
CPI-SS0470AF83E,EPHB1_EFNB1,simple:P54762,simple:P98172,ENSG00000154928,ENSG00000090776,FALSE,TRUE,FALSE,curated,FALSE,0.12,,,,,,,,,,,0.645,0.682,,,0.639,,,,,,,,,,
CPI-SS0E23CEB91,LGALS9_HAVCR2,simple:O00182,simple:Q8TDQ0,ENSG00000168961,ENSG00000135077,TRUE,FALSE,TRUE,curated,FALSE,0.12,1.645,,,,,1.687,1.373,,,,,,,,,,,,,,,,,,
CPI-SS09C52F54E,LGALS9_SORL1,simple:O00182,simple:Q92673,ENSG00000168961,ENSG00000137642,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.12,0.991,,,,,1.032,0.917,,,,,,,,,,,,,,,,,,
CPI-SS06A0B20BD,FGFR2_EPHA4,simple:P21802,simple:P54764,ENSG00000066468,ENSG00000116106,TRUE,TRUE,TRUE,"I2D,InnateDB-All",FALSE,0.12,,,,,,,,,,,,,0.364,0.253,0.286,,,,,,,,,,
CPI-SS065F7DA2A,COPA_P2RY6,simple:P53621,simple:Q15077,ENSG00000122218,ENSG00000171631,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,0.16,4.622,4.51,,,,4.417,4.305,,,,,,,,,,,,,,,,,,
CPI-SS05B1FA8A8,LRP6_CKLF,simple:O75581,simple:Q9UBR5,ENSG00000070018,ENSG00000217555,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,0.16,1.193,1.182,,,,1.078,1.067,,,,,,,,,,,,,,,,,,
CPI-SS003C9A532,NOTCH2_DLL3,simple:Q04721,simple:Q9NYJ7,ENSG00000134250,ENSG00000090932,FALSE,TRUE,FALSE,curated,FALSE,0.16,,,,0.446,0.379,,,,0.349,0.283,,,,,,,,,,,,,,,
CPI-SS079728E8B,ADORA2B_ENTPD1,simple:P29275,simple:P49961,ENSG00000170425,ENSG00000138185,FALSE,TRUE,FALSE,curated,FALSE,0.16,,,,,,,,,,,,,,,,2.078,1.6,,,,2.096,1.619,,,
CPI-CS08CC8F9D3,ACVR1_BMPR2_BMP7,complex:ACVR1_BMPR2,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,0.16,,,,0.369,0.472,,,,0.387,0.49,,,,,,,,,,,,,,,
CPI-SC062D34C2A,VCAM1_a9b1 complex,simple:P19320,complex:a9b1 complex,ENSG00000162692,,FALSE,FALSE,FALSE,curated,TRUE,0.16,,,,,,,,,,,,,,,,0.681,0.779,,,,0.799,0.897,,,
CPI-SC0B6D68FD5,ICAM1_aMb2 complex,simple:P05362,complex:aMb2 complex,ENSG00000090339,,FALSE,TRUE,FALSE,curated,TRUE,0.16,1.214,1.1,,,,1.21,1.095,,,,,,,,,,,,,,,,,,
CPI-SS0B01CF3AB,CSF1R_CSF1,simple:P07333,simple:P09603,ENSG00000182578,ENSG00000184371,TRUE,TRUE,FALSE,curated,FALSE,0.16,21.182,20.023,19.831,,,16.205,,,,,,,,,,,,,,,,,,,
CPI-CS046B3C139,ACVR_1A2A receptor_BMP7,complex:ACVR_1A2A receptor,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,0.16,,,,0.267,0.369,,,,0.276,0.379,,,,,,,,,,,,,,,
CPI-SS03E7587E4,ADORA1_ENTPD1,simple:P30542,simple:P49961,ENSG00000163485,ENSG00000138185,FALSE,TRUE,FALSE,curated,FALSE,0.16,,,,,,,,,,,,,,,,2.123,1.645,,,,2.167,1.689,,,
CPI-SS0423580E5,DLL1_NOTCH2,simple:O00548,simple:Q04721,ENSG00000198719,ENSG00000134250,FALSE,FALSE,TRUE,curated,FALSE,0.16,,,,,,,,,,,,,,,,0.361,0.264,,,,0.392,0.295,,,
CPI-SS01946BE5C,C5AR1_RPS19,simple:P21730,simple:P39019,ENSG00000197405,ENSG00000105372,FALSE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.16,24.447,19.784,,,,24.529,19.866,,,,,,,,,,,,,,,,,,
CPI-SS0419B80C4,LGALS9_LRP1,simple:O00182,simple:Q07954,ENSG00000168961,ENSG00000123384,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.16,5.048,4.468,,,,5.089,4.509,,,,,,,,,,,,,,,,,,
CPI-SS02928C71A,PDGFB_LRP1,simple:P01127,simple:Q07954,ENSG00000100311,ENSG00000123384,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,0.16,4.534,3.954,,,,4.525,3.944,,,,,,,,,,,,,,,,,,
CPI-SS006C6537E,MDK_LRP1,simple:P21741,simple:Q07954,ENSG00000110492,ENSG00000123384,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,0.16,,,,,,,,,,,,,,,,4.837,4.257,,,,4.997,4.417,,,
CPI-SS085195142,TYRO3_GAS6,simple:Q06418,simple:Q14393,ENSG00000092445,ENSG00000183087,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.16,,,,,,,,,,,7.018,5.802,,,,,,,,,6.953,5.736,,,
CPI-SS0A9FB762A,LGALS9_PTPRK,simple:O00182,simple:Q15262,ENSG00000168961,ENSG00000152894,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.16,,,,0.883,0.922,,,,0.924,0.963,,,,,,,,,,,,,,,
CPI-SS0472C478C,BMP7_PTPRK,simple:P18075,simple:Q15262,ENSG00000101144,ENSG00000152894,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.16,,,,,,,,,,,,,,,,,,,0.275,0.314,,,,0.378,0.417
CPI-SS0415CC75D,MERTK_GAS6,simple:Q12866,simple:Q14393,ENSG00000153208,ENSG00000183087,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.16,8.923,7.706,,,,8.07,6.853,,,,,,,,,,,,,,,,,,
CPI-SS032E9A219,CX3CR1_CX3CL1,simple:P49238,simple:P78423,ENSG00000168329,ENSG00000006210,TRUE,TRUE,TRUE,curated,FALSE,0.16,,,,21.989,21.993,,,,18.465,18.469,,,,,,,,,,,,,,,
CPI-SS083CBFACD,MDK_SORL1,simple:P21741,simple:Q92673,ENSG00000110492,ENSG00000137642,TRUE,FALSE,TRUE,InnateDB-All,FALSE,0.16,,,,,,,,,,,,,,,,0.78,0.665,,,,0.94,0.825,,,
CPI-SS0FEEB187C,PDGFB_PDGFRA,simple:P01127,simple:P16234,ENSG00000100311,ENSG00000134853,TRUE,FALSE,TRUE,curated,FALSE,0.16,,,,2.415,2.922,,,,2.405,2.912,,,,,,,,,,,,,,,
CPI-CS0D35E69F6,BMR1A_ACR2A_BMP7,complex:BMR1A_ACR2A,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,0.16,,,,0.267,0.369,,,,0.276,0.379,,,,,,,,,,,,,,,
CPI-SS06A999D25,PLD2_ARF1,simple:O14939,simple:P84077,ENSG00000129219,ENSG00000143761,FALSE,FALSE,FALSE,guidetopharmacology.org,FALSE,0.16,3.322,2.689,,,,3.271,2.638,,,,,,,,,,,,,,,,,,
CPI-SS068C129D6,CSF1_SIRPA,simple:P09603,simple:P78324,ENSG00000184371,ENSG00000198053,TRUE,FALSE,TRUE,I2D,FALSE,0.16,9.504,7.012,,,,8.345,,,,,8.153,,,,,,,,,,,,,,
CPI-SS03A4F7DC8,AXL_GAS6,simple:P30530,simple:Q14393,ENSG00000167601,ENSG00000183087,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,0.16,7.069,5.852,,,,6.966,5.75,,,,,,,,,,,,,,,,,,
CPI-SS0FF55B42C,EPHB3_EFNB1,simple:P54753,simple:P98172,ENSG00000182580,ENSG00000090776,FALSE,TRUE,FALSE,curated,FALSE,0.16,,,,,,,,,,,,,,,,0.147,0.185,,,,0.147,0.184,,,
CPI-SS09C4988F8,PROS1_TYRO3,simple:P07225,simple:Q06418,ENSG00000184500,ENSG00000092445,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,0.16,,,2.257,,2.192,,,1.539,,1.474,,,,,,,,,,,,,,,
CPI-SC03DD946B2,TGFB2_TGFbeta receptor1,simple:P61812,complex:TGFbeta receptor1,ENSG00000092969,,TRUE,FALSE,TRUE,curated,FALSE,0.16,,,,,,,,,,,,,,,,1.727,1.229,,,,1.712,1.214,,,
CPI-SC0984894BC,TGFB1_TGFbeta receptor2,simple:P01137,complex:TGFbeta receptor2,ENSG00000105329,,TRUE,FALSE,TRUE,curated,FALSE,0.16,3.319,3.337,,,,2.613,2.631,,,,,,,,,,,,,,,,,,
CPI-SC098C06330,TGFB1_TGFbeta receptor1,simple:P01137,complex:TGFbeta receptor1,ENSG00000105329,,TRUE,FALSE,TRUE,curated,FALSE,0.16,4.789,4.291,,,,4.084,3.585,,,,,,,,,,,,,,,,,,
CPI-SS04F3A1E5C,COPA_SORT1,simple:P53621,simple:Q99523,ENSG00000122218,ENSG00000134243,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct,MatrixDB",FALSE,0.16,1.783,1.676,,,,1.578,1.47,,,,,,,,,,,,,,,,,,
CPI-CS0BCDC40FC,BMR1A_AVR2B_BMP4,complex:BMR1A_AVR2B,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,0.16,,,2.58,,,,,2.575,,,,,2.579,,,,,,,,,,2.551,,
