id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,microglia_4|microglia_4,microglia_4|microglia_5,microglia_4|oligos_7,microglia_4|opcs_2,microglia_4|opcs_9,microglia_5|microglia_4,microglia_5|microglia_5,microglia_5|oligos_7,microglia_5|opcs_2,microglia_5|opcs_9,oligos_7|microglia_4,oligos_7|microglia_5,oligos_7|oligos_7,oligos_7|opcs_2,oligos_7|opcs_9,opcs_2|microglia_4,opcs_2|microglia_5,opcs_2|oligos_7,opcs_2|opcs_2,opcs_2|opcs_9,opcs_9|microglia_4,opcs_9|microglia_5,opcs_9|oligos_7,opcs_9|opcs_2,opcs_9|opcs_9
CPI-SS0EB4002A2,NPR3_NPPC,simple:P17342,simple:P23582,ENSG00000113389,ENSG00000163273,TRUE,TRUE,FALSE,"I2D,InnateDB-All",FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0A1864A37,NPR1_NPPC,simple:P16066,simple:P23582,ENSG00000169418,ENSG00000163273,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0C59AF029,IL33 receptor_IL33,complex:IL33 receptor,simple:O95760,,ENSG00000137033,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0B6F1A278,COL4A1_a10b1 complex,simple:P02462,complex:a10b1 complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS05426BFFA,IL1 receptor_IL1B,complex:IL1 receptor,simple:P01584,,ENSG00000125538,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS077F1340A,FLT1 complex_VEGFB,complex:FLT1 complex,simple:P49765,,ENSG00000173511,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS04C672963,ESAM_ESAM,simple:Q96AP7,simple:Q96AP7,ENSG00000149564,ENSG00000149564,FALSE,FALSE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS05A8552D7,EDA_EDAR,simple:Q92838,simple:Q9UNE0,ENSG00000158813,ENSG00000135960,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0893BD6B6,IL16_GRIN2C,simple:Q14005,simple:Q14957,ENSG00000172349,ENSG00000161509,TRUE,FALSE,TRUE,I2D,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS056FF4363,CD48_CD244,simple:P09326,simple:Q9BZW8,ENSG00000117091,ENSG00000122223,FALSE,FALSE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F4AC5AA2,ICAM1_aLb2 complex,simple:P05362,complex:aLb2 complex,ENSG00000090339,,FALSE,TRUE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0B337B316,TEK_ANGPT1,simple:Q02763,simple:Q15389,ENSG00000120156,ENSG00000154188,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08923F7F7,F11R_aLb2 complex,simple:Q9Y624,complex:aLb2 complex,ENSG00000158769,,FALSE,TRUE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0C57A3081,PlexinA1_complex1_SEMA6D,complex:PlexinA1_complex1,simple:Q8NFY4,,ENSG00000137872,FALSE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS067298D94,FLT1 complex_VEGFA,complex:FLT1 complex,simple:P15692,,ENSG00000112715,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS07D56EB05,CMKLR1_RARRES2,simple:Q99788,simple:Q99969,ENSG00000174600,ENSG00000106538,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS061A7E099,CD55_ADGRE5,simple:P08174,simple:P48960,ENSG00000196352,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS06CBC985C,LTBR_LTB,simple:P36941,simple:Q06643,ENSG00000111321,ENSG00000227507,FALSE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS073D36B1D,FLT1 complex_PGF,complex:FLT1 complex,simple:P49763,,ENSG00000119630,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SS0D8148841,APLNR_APLN,simple:P35414,simple:Q9ULZ1,ENSG00000134817,ENSG00000171388,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS06072FF4E,IL1 receptor_IL1A,complex:IL1 receptor,simple:P01583,,ENSG00000115008,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0545E2502,COL5A2_a1b1 complex,simple:P05997,complex:a1b1 complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0BEC40E19,BMR1B_AVR2B_BMP5,complex:BMR1B_AVR2B,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0458F68A5,COL4A2_a1b1 complex,simple:P08572,complex:a1b1 complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC01195CB48,TNC_a8b1 complex,simple:P24821,complex:a8b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC092C3E4DF,FN1_a8b1 complex,simple:P02751,complex:a8b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC058F72F90,FBN1_a5b1 complex,simple:P35555,complex:a5b1 complex,ENSG00000166147,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0B79F5D68,ACVR_1C2B receptor_INHBA,complex:ACVR_1C2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08B2AD7C6,FN1_a5b1 complex,simple:P02751,complex:a5b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS007ADC2D1,ACVR_1C2A receptor_INHBB,complex:ACVR_1C2A receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0A5400A6A,ACVR_1C2B receptor_INHBB,complex:ACVR_1C2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0BC542ACC,TNC_a4b1 complex,simple:P24821,complex:a4b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC096929DB0,FN1_aVb1 complex,simple:P02751,complex:aVb1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0E4E75E3B,BMPR1A_BMPR2_BMP2,complex:BMPR1A_BMPR2,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC09938698A,CSPG4_a3b1 complex,simple:Q6UVK1,complex:a3b1 complex,ENSG00000173546,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC02BFEEC8A,THBS1_a3b1 complex,simple:P07996,complex:a3b1 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC04F2478E9,FN1_a3b1 complex,simple:P02751,complex:a3b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS028ACED72,BMPR1B_BMPR2_BMP2,complex:BMPR1B_BMPR2,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS075442484,BMR1A_ACR2A_BMP2,complex:BMR1A_ACR2A,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0BE59B43E,BMR1A_AVR2B_BMP2,complex:BMR1A_AVR2B,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS08A043594,BMR1B_AVR2A_BMP2,complex:BMR1B_AVR2A,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS058910188,BMR1B_AVR2B_BMP2,complex:BMR1B_AVR2B,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC06364D669,FN1_a4b1 complex,simple:P02751,complex:a4b1 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC067AD890A,VTN_aVb1 complex,simple:P04004,complex:aVb1 complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0847A64D2,FN1_aVb5 complex,simple:P02751,complex:aVb5 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0A2FE9693,LAMC1_a7b1 complex,simple:P11047,complex:a7b1 complex,ENSG00000135862,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS01A4D7E2F,BMR1B_AVR2A_BMP5,complex:BMR1B_AVR2A,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0CA393CC5,BMR1A_AVR2B_BMP5,complex:BMR1A_AVR2B,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS047EE9E03,BMR1A_ACR2A_BMP5,complex:BMR1A_ACR2A,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS02C93975C,BMPR1B_BMPR2_BMP5,complex:BMPR1B_BMPR2,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS046BCFC6F,BMPR1A_BMPR2_BMP5,complex:BMPR1A_BMPR2,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0FCC00896,ACVR_1A2B receptor_BMP5,complex:ACVR_1A2B receptor,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0EC80CA59,ACVR_1A2A receptor_BMP5,complex:ACVR_1A2A receptor,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0E1BF543E,ACVR1_BMPR2_BMP5,complex:ACVR1_BMPR2,simple:P22003,,ENSG00000112175,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS08A853007,BMR1B_AVR2B_BMP7,complex:BMR1B_AVR2B,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0DF85303A,BMR1B_AVR2A_BMP7,complex:BMR1B_AVR2A,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS091BF99D0,ACVR_1A2A receptor_INHBA,complex:ACVR_1A2A receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS08109C435,BMPR1B_BMPR2_BMP7,complex:BMPR1B_BMPR2,simple:P18075,,ENSG00000101144,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS04DD927C9,ACVR_1A2B receptor_INHBA,complex:ACVR_1A2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0527EEE7A,C3_aMb2 complex,simple:P01024,complex:aMb2 complex,ENSG00000125730,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0533A30DC,ACVR_1B2A receptor_INHBA,complex:ACVR_1B2A receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0A05D3880,THY1_aMb2 complex,simple:P04216,complex:aMb2 complex,ENSG00000154096,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0C159B54D,ACVR_1B2B receptor_INHBA,complex:ACVR_1B2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC056BF6CBB,TNC_a9b1 complex,simple:P24821,complex:a9b1 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0924060DB,ACVR_1C2A receptor_INHBA,complex:ACVR_1C2A receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0107C51C6,BMPR1B_BMPR2_BMP4,complex:BMPR1B_BMPR2,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS02957B1BF,BMR1B_AVR2A_BMP4,complex:BMR1B_AVR2A,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0E997FABD,BMR1B_AVR2B_BMP4,complex:BMR1B_AVR2B,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0A58E6695,TNC_aVb3 complex,simple:P24821,complex:aVb3 complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS069E2161D,BMR1B_AVR2A_GDF5,complex:BMR1B_AVR2A,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS089A36491,BMR1B_AVR2B_GDF5,complex:BMR1B_AVR2B,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F590482E,COL9A2_a1b1 complex,simple:Q14055,complex:a1b1 complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F778DC8E,COL9A3_a1b1 complex,simple:Q14050,complex:a1b1 complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC053BBE2B1,COL16A1_a1b1 complex,simple:Q07092,complex:a1b1 complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC035953E6B,COL7A1_a1b1 complex,simple:Q02388,complex:a1b1 complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0EA3FC100,COL18A1_a1b1 complex,simple:P39060,complex:a1b1 complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0569B9B91,BMPR1B_BMPR2_BMPR1A,complex:BMPR1B_BMPR2,simple:P36894,,ENSG00000107779,FALSE,TRUE,TRUE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS04F78ACD6,ACVR_1B2A receptor_GDF11,complex:ACVR_1B2A receptor,simple:O95390,,ENSG00000135414,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0384572FE,ACVR_1B2B receptor_GDF11,complex:ACVR_1B2B receptor,simple:O95390,,ENSG00000135414,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F8D27FBC,COL15A1_a1b1 complex,simple:P39059,complex:a1b1 complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0EC572716,COL4A5_a1b1 complex,simple:P29400,complex:a1b1 complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0DAD29856,COL5A3_a1b1 complex,simple:P25940,complex:a1b1 complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC05992FDC8,COL5A1_a1b1 complex,simple:P20908,complex:a1b1 complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC05B6D413B,COL9A1_a1b1 complex,simple:P20849,complex:a1b1 complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0A8E69BC5,COL11A2_a1b1 complex,simple:P13942,complex:a1b1 complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0F4BC2909,COL6A2_a1b1 complex,simple:P12110,complex:a1b1 complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC09FDA4F45,COL6A1_a1b1 complex,simple:P12109,complex:a1b1 complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC06E5E0C83,COL11A1_a1b1 complex,simple:P12107,complex:a1b1 complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0BA41B0D3,COL19A1_a1b1 complex,simple:Q14993,complex:a1b1 complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC006E22794,COL1A2_a1b1 complex,simple:P08123,complex:a1b1 complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC090DB3159,COL24A1_a1b1 complex,simple:Q17RW2,complex:a1b1 complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0EACF2D60,COL26A1_a1b1 complex,simple:Q96A83,complex:a1b1 complex,ENSG00000160963,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS09CECD20D,BMPR1A_BMPR2_GDF5,complex:BMPR1A_BMPR2,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0700FDD27,BMPR1B_BMPR2_GDF5,complex:BMPR1B_BMPR2,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0E1037D03,VWF_aVb3 complex,simple:P04275,complex:aVb3 complex,ENSG00000110799,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC00756BB93,THY1_aVb3 complex,simple:P04216,complex:aVb3 complex,ENSG00000154096,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0E2D0DC4B,FGF1_aVb3 complex,simple:P05230,complex:aVb3 complex,ENSG00000113578,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS0DAA66443,BMR1A_ACR2A_GDF5,complex:BMR1A_ACR2A,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC044E3F9B6,FGF2_aVb3 complex,simple:P09038,complex:aVb3 complex,ENSG00000138685,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0755598EE,THBS1_aVb3 complex,simple:P07996,complex:aVb3 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-CS036BF2AC7,BMR1A_AVR2B_GDF5,complex:BMR1A_AVR2B,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0530C27A8,VTN_aVb3 complex,simple:P04004,complex:aVb3 complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0EC380922,F2_aVb3 complex,simple:P00734,complex:aVb3 complex,ENSG00000180210,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC090855C8E,FN1_aVb3 complex,simple:P02751,complex:aVb3 complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC0200AC9E3,THBS1_a2Bb3 complex,simple:P07996,complex:a2Bb3 complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
CPI-SC08067D831,VTN_a2Bb3 complex,simple:P04004,complex:a2Bb3 complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.68,,,,,,,,,,,,,,,,,,,,,,,,,
